#OTU ID	31-Jan	18-Feb	05-Mar	19-Mar	05-Apr	19-Apr	08-May	22-May									
60336	25.9	14.6	15.4	1.0	1.8	12.0	22.7	29.9									
17984	3.9	5.0	7.2	1.9	5.4	28.9	40.7	29.7									
17317	2.3	10.6	6.7	0.1	1.1	20.1	33.9	46.3									
49934	5.5	22.7	11.3	17.4	40.8	9.4	7.4	5.4									
47408	0.3	1.2	2.9	1.4	2.0	34.4	55.2	19.3									
28788	0.4	3.4	6.9	10.2	84.8	7.9	0.7	0.6									
61685	9.9	5.2	6.2	0.1	0.3	12.0	33.0	47.4									
57170	9.6	39.8	22.8	2.2	19.6	7.3	7.1	4.9									
7933	0.4	8.0	12.9	1.0	4.3	13.4	24.8	48.2									
44663	28.4	15.4	28.7	1.6	1.8	11.2	8.4	17.4									
27696	19.4	35.7	47.0	3.6	1.7	2.8	0.9	0.8									
33208	7.6	15.8	17.0	0.4	2.3	15.9	31.2	20.6									
50826	53.9	1.3	5.1	0.2	4.8	26.0	7.6	9.8									
51799	8.8	32.0	24.9	13.4	8.4	0.3	1.4	16.8									
21536	2.6	5.6	5.0	1.6	7.3	14.6	33.1	36.1									
46663	0.3	0.2	1.4	0.8	4.9	32.4	42.8	22.4									
14848	21.1	11.1	5.6	0.6	0.3	20.6	23.7	22.1									
63261	2.1	2.7	3.9	0.8	0.9	19.9	40.0	34.2									
36086	28.8	10.0	3.7	0.1	0.9	14.1	32.8	13.2									
63014	8.3	20.1	25.8	0.6	1.8	11.1	16.4	19.2									
37305	25.1	16.2	25.7	0.6	1.8	5.9	6.9	14.0									
47748	4.5	9.8	9.9	0.2	1.1	9.0	23.9	35.8									
16494	1.9	5.1	5.6	11.9	31.0	23.3	9.8	5.0									
8195	21.8	20.4	16.9	1.2	1.4	20.4	8.6	2.6									
19222	8.5	14.4	12.9	1.2	5.9	21.1	23.8	2.8									
30954	10.6	17.3	12.3	3.1	8.4	13.3	9.7	15.0									
77	0.1	3.6	2.9	3.2	17.3	27.7	24.4	10.3									
6777	13.5	14.1	10.4	0.6	0.7	19.4	24.7	5.7									
45103	21.4	20.2	11.1	1.3	2.4	7.9	11.2	9.7									
1896	2.1	1.7	2.0	1.4	4.3	24.1	28.9	20.6									
32654	11.9	23.6	22.1	1.7	7.4	7.1	3.2	7.8									
21451	6.3	31.0	35.3	0.6	1.8	4.3	2.3	3.0									
18478	1.3	4.9	5.3	3.7	39.0	10.6	9.3	9.9									
41439	17.8	19.1	11.3	5.3	8.7	7.9	5.4	6.4									
17893	35.6	14.9	23.3	0.2	0.4	4.4	0.9	1.6									
44316	14.4	17.3	10.1	2.0	6.0	9.2	11.2	11.0									
32585	4.5	13.8	7.6	11.9	27.4	7.9	3.7	3.7									
18319	2.9	4.4	6.0	19.1	26.9	8.7	6.8	5.3									
55540	12.8	24.0	31.7	1.7	1.9	2.8	2.0	2.8									
2819	9.4	3.8	2.7	0.1	0.8	19.6	42.1	0.7									
55178	15.5	17.1	6.4	0.6	1.7	10.3	5.7	20.7									
54792	5.4	8.6	7.8	2.0	2.1	14.1	16.3	21.6									
20005	2.8	12.9	17.9	30.6	11.3	1.2	0.2	0.7									
4357	20.4	30.1	17.6	0.3	0.3	2.7	1.4	2.4									
47956	1.8	0.4	2.9	0.6	4.4	19.9	28.0	16.9									
37420	1.5	42.0	3.8	0.1	1.3	10.0	11.2	4.1									
19220	25.3	3.4	2.9	9.4	21.2	6.9	1.8	1.2									
49178	6.1	5.2	3.9	32.6	22.3	1.1	0.1	0.2									
60083	2.1	4.4	5.1	0.7	1.1	32.7	24.0	1.0									
25823	20.8	23.0	20.2	1.4	0.8	0.4	0.7	2.3									
60327	3.5	13.6	14.8	0.2	0.3	15.9	13.9	7.2									
17617	6.4	7.1	14.1	2.1	2.1	14.0	17.1	6.1									
48500	8.1	11.8	13.4	0.2	0.4	5.1	21.9	8.0									
35726	0.5	0.6	2.2	5.7	31.1	11.3	12.2	4.6									
33517	10.3	13.1	6.2	1.1	1.7	5.7	14.3	15.3									
62405	13.4	17.2	13.0	0.3	1.1	6.1	8.6	7.7									
41279	10.9	13.3	10.8	1.1	4.9	6.8	10.0	9.2									
25565	1.4	4.1	3.1	7.8	25.4	6.4	10.6	7.1									
15237	4.0	7.3	18.0	2.1	0.4	0.2	13.7	18.7									
9648	2.4	4.1	2.8	1.4	3.9	7.4	18.1	24.1									
27989	30.4	8.9	11.8	0.9	0.6	3.2	2.3	5.2									
43561	2.0	1.2	0.7	9.0	16.8	17.8	7.0	8.6									
20765	17.9	7.1	23.4	0.7	0.4	2.1	4.4	6.9									
43703	23.3	17.0	11.4	0.9	0.4	3.2	2.2	3.8									
62243	1.6	6.7	9.2	0.6	2.7	17.7	12.6	10.7									
16320	45.0	12.1	2.8	0.3	0.1	0.3	0.3	0.2									
41360	16.6	9.8	13.9	1.0	1.3	7.6	4.4	6.6									
50427	2.6	0.9	0.6	4.7	10.9	2.3	24.8	13.7									
29935	7.9	1.8	21.9	0.4	0.3	1.2	18.3	7.0									
50062	5.9	6.3	8.6	0.9	1.6	11.0	10.0	13.7									
469	9.5	15.7	13.9	1.0	1.6	3.8	3.1	8.9									
39700	8.9	7.0	5.0	0.3	0.7	1.4	12.8	21.2									
4197	1.6	7.2	4.2	11.4	17.9	9.2	3.2	2.3									
55492	6.5	7.6	9.4	0.4	0.3	1.3	10.3	20.9									
20437	2.8	6.8	4.0	2.1	1.0	1.0	9.1	30.0									
8197	8.3	9.0	12.7	0.3	3.0	9.6	8.0	5.1									
52200	7.6	5.7	4.4	1.8	7.7	13.4	8.3	6.8									
30249	8.4	2.7	2.4	3.7	11.2	3.2	17.7	6.4									
38846	0.3	7.4	6.2	12.7	20.9	2.7	3.1	1.7									
14606	9.5	2.1	2.1	0.2	0.6	15.6	14.0	10.3									
16898	11.3	1.7	0.8	2.2	5.3	5.3	20.3	6.7									
21475	39.0	4.1	5.3	0.2	0.9	0.8	1.9	1.3									
13561	8.5	9.1	7.8	1.0	1.4	7.0	13.7	5.0									
5472	5.9	9.2	7.1	0.8	3.3	5.2	3.6	18.1									
47632	19.9	8.8	8.1	1.9	2.0	4.3	4.6	3.2									
31755	4.4	2.0	4.6	12.6	18.8	4.9	2.1	2.8									
40401	2.0	3.1	1.9	5.6	20.0	7.8	6.1	5.3									
46873	0.6	2.2	3.3	4.6	34.2	3.0	1.3	1.7									
41038	3.9	4.3	2.0	2.8	15.7	19.3	2.4	0.3									
36641	32.4	8.8	2.7	0.1	0.1	2.0	2.4	2.0									
51152	1.1	2.8	2.9	16.4	20.0	5.3	1.3	0.6									
57699	29.1	6.0	2.4	0.3	0.1	2.1	5.0	4.7									
58665	7.8	5.6	7.0	0.7	2.2	6.6	12.3	7.7									
32259	9.4	8.6	8.1	0.4	1.1	14.8	6.9	0.3									
53501	7.1	18.4	9.2	2.3	2.2	2.8	4.0	3.0									
55060	3.0	16.6	20.2	1.3	0.2	1.7	5.1	0.7									
46595	3.9	8.6	7.4	0.9	3.0	8.9	10.1	5.7									
26870	14.1	6.2	3.6	2.2	2.9	2.1	7.2	9.3									
758	5.6	13.6	9.3	0.6	0.1	2.7	6.1	9.6									
24649	5.5	3.1	7.1	1.8	0.9	1.1	18.8	9.1									
24288	1.4	1.2	1.0	0.8	1.3	6.8	13.3	21.2									
17076	3.4	9.9	8.3	1.4	3.7	2.0	7.4	10.8									
45960	34.1	3.0	4.0	1.4	1.2	0.1	0.8	1.6									
33541	10.9	14.9	10.1	0.3	1.2	2.8	2.9	3.1									
8010	3.8	13.2	11.7	0.8	3.0	6.3	2.6	4.3									
53662	0.8	5.6	5.2	9.1	16.9	2.7	2.8	1.4									
25284	1.5	9.1	8.1	0.8	5.2	6.9	4.8	7.8									
38413	0.4	1.7	3.4	7.1	14.8	4.8	3.9	7.7									
6693	2.3	22.2	10.1	0.3	1.4	2.3	3.9	1.1									
9924	0.1	2.6	3.1	25.1	0.9	0.7	9.9	1.0									
40549	3.8	9.2	8.9	2.6	1.4	4.4	4.9	8.1									
9322	4.1	7.6	7.0	0.1	0.1	0.2	23.7	0.3									
57887	0.6	2.1	2.7	12.0	19.4	2.7	1.8	1.7									
42048	8.1	6.3	3.9	0.6	1.1	7.0	6.9	8.9									
40601	1.6	8.3	4.9	0.6	1.0	5.0	13.8	7.6									
29927	2.6	2.7	2.9	9.2	12.6	2.8	3.4	5.6									
32176	1.1	2.3	2.4	0.1	0.1	9.6	15.1	10.8									
37037	1.1	1.1	2.4	0.7	1.8	6.8	14.9	12.8									
54881	12.5	10.3	14.1	0.2	0.3	2.6	0.8	0.4									
17724	0.8	0.8	0.3	0.6	1.9	5.1	11.9	19.8									
28819	2.4	12.3	9.4	0.7	3.1	0.7	4.6	7.6									
52371	2.5	5.6	6.1	0.3	0.8	9.7	8.3	7.0									
32449	8.5	6.1	4.8	0.3	0.9	2.1	12.1	5.2									
25575	3.8	4.8	3.0	0.1	1.1	7.1	12.3	7.7									
54982	2.1	5.3	4.6	2.8	9.2	5.6	5.3	4.4									
28628	3.6	4.0	3.4	7.3	12.8	4.4	2.4	0.6									
61468	2.4	2.3	8.2	0.2	0.3	7.2	12.8	5.0									
35711	3.3	1.2	1.7	9.7	13.1	0.9	5.0	3.2									
62293	8.3	6.1	4.3	1.0	1.4	5.8	6.2	4.4									
14443	3.9	3.9	4.6	3.8	7.2	3.2	5.6	5.1									
26590	5.4	7.4	7.6	0.6	1.4	2.7	6.2	5.9									
10303	5.6	10.7	7.4	1.6	1.3	6.4	1.8	1.8									
29572	7.8	8.3	6.9	0.7	0.6	2.3	5.1	4.8									
16467	0.3	0.4	1.6	11.3	13.3	2.3	2.7	4.3									
9339	13.1	6.7	4.1	0.8	1.2	3.9	2.7	3.8									
31833	13.3	8.3	4.2	0.7	0.4	3.3	3.0	2.9									
60877	1.6	2.9	1.6	6.6	18.8	2.2	1.2	1.2									
11546	0.5	1.8	1.0	4.4	17.7	5.3	3.3	2.0									
10411	2.1	3.7	4.3	1.0	0.7	14.7	8.0	1.6									
49243	5.0	5.8	3.6	0.1	0.4	5.0	6.8	8.3									
60214	6.0	5.0	3.3	0.3	1.2	4.8	7.6	6.8									
37212	6.8	11.4	5.7	1.9	3.4	1.2	1.4	2.8									
46927	1.6	4.4	1.4	4.3	10.3	5.3	1.8	5.2									
38271	0.4	1.8	3.2	11.9	11.1	4.2	1.2	0.7									
33137	5.1	7.7	8.1	0.4	1.3	5.7	2.4	3.0									
7088	1.4	4.8	2.7	0.1	4.9	4.7	6.4	8.8									
62931	0.8	0.4	0.2	0.1	0.2	3.1	27.2	1.4									
24446	3.5	7.6	6.8	1.6	1.8	3.4	3.4	4.9									
41070	1.3	1.3	1.0	0.3	0.3	7.8	8.0	12.8									
33444	3.1	2.9	9.7	0.3	0.4	3.9	9.3	3.1									
9875	11.1	13.8	3.1	0.7	0.2	1.4	1.7	0.8									
379	12.6	2.0	4.2	1.0	0.2	2.3	3.1	7.1									
15116	3.1	1.4	2.4	4.8	8.7	1.6	6.6	3.9									
6905	1.0	3.1	2.2	0.4	1.3	6.4	13.8	4.1									
30095	19.3	7.9	1.7	1.6	1.3	0.1	0.1	0.4									
21454	0.1	1.0	0.9	1.0	1.4	22.3	4.8	0.8									
5208	4.4	5.3	4.7	0.2	1.2	6.9	6.2	3.2									
183	1.6	0.9	1.4	0.7	0.6	2.7	15.0	9.1									
37167	0.3	1.1	0.6	0.7	3.1	1.1	13.0	11.9									
42281	0.4	1.8	3.9	11.4	5.3	0.3	2.1	6.2									
15704	0.1	0.6	0.7	1.8	15.1	6.2	6.0	0.8									
10095	3.0	2.7	5.2	0.7	2.6	2.6	5.6	9.0									
34754	10.5	5.9	5.2	0.1	0.2	2.6	3.7	2.9									
2567	7.8	3.9	4.0	0.2	1.0	2.3	6.4	5.3									
52218	11.5	5.7	3.1	0.7	1.0	2.9	2.2	3.4									
14223	5.4	5.9	4.0	0.6	1.3	2.9	5.7	4.8									
51400	0.3	3.2	2.9	5.0	8.3	6.0	3.0	1.8									
39443	0.8	3.7	7.2	1.3	5.0	7.9	2.7	1.8									
2416	0.5	1.8	1.0	1.2	4.8	3.6	7.4	10.0									
29315	10.6	6.9	6.3	1.1	1.2	1.4	1.1	1.2									
42446	0.3	3.3	4.3	1.3	14.8	3.9	1.7	0.3									
54722	0.3	2.8	5.9	0.4	3.1	6.0	8.0	3.4									
43172	2.1	7.6	5.2	1.2	2.8	2.3	2.1	6.6									
45861	0.4	5.7	3.0	0.9	1.1	2.9	11.2	4.7									
62690	2.9	5.3	1.3	2.7	7.9	2.2	3.4	3.8									
14898	4.0	4.3	2.4	0.3	0.3	5.1	5.7	6.7									
41824	8.3	8.1	2.7	0.2	0.9	2.3	2.0	4.2									
52962	0.1	1.6	6.1	0.7	2.1	9.9	7.0	1.2									
30091	0.5	2.8	2.2	1.4	18.8	1.4	0.7	0.3									
11301	5.0	1.7	3.7	7.3	2.6	1.8	2.4	3.3									
61839	8.1	5.2	4.1	0.2	0.7	2.7	3.8	2.8									
54652	13.3	8.3	2.6	0.1	0.1	1.9	0.8	0.2									
45211	0.8	3.7	2.8	7.4	9.7	0.9	1.0	0.6									
52004	1.9	4.7	2.9	1.1	2.3	4.1	3.9	5.8									
42321	2.3	6.9	3.7	4.0	3.2	3.3	1.2	1.9									
15645	0.6	2.4	2.3	1.0	2.6	4.1	11.0	2.3									
17484	2.3	9.3	5.4	0.1	0.2	4.1	2.2	2.7									
27592	0.9	1.8	1.8	5.4	13.3	2.1	0.1	0.8									
6959	1.4	2.3	1.6	0.2	0.7	5.8	7.3	6.8									
27613	0.1	9.3	5.9	0.1	0.4	1.6	7.1	1.2									
15718	0.4	0.2	0.7	1.4	6.3	3.3	11.4	1.6									
5769	6.5	4.3	5.6	1.0	1.4	0.9	1.9	3.7									
52918	1.1	2.4	3.0	0.4	1.2	2.4	5.8	8.2									
25304	4.4	4.6	4.2	0.2	1.1	2.0	3.8	4.0									
20952	0.4	2.8	2.8	3.8	10.0	1.9	1.2	1.3									
52300	7.1	5.9	3.0	0.1	0.1	0.8	4.1	3.0									
7525	2.6	6.0	5.6	0.3	1.4	2.1	1.8	3.7									
46612	2.9	4.8	3.1	0.9	0.2	4.0	2.6	5.0									
63210	1.1	0.6	0.6	0.2	1.1	2.4	11.4	5.7									
38058	3.8	4.6	2.7	4.9	5.0	1.1	0.2	0.9									
43389	3.0	8.6	5.2	0.2	0.8	0.3	1.3	3.6									
42302	0.3	2.0	1.7	3.3	9.9	2.6	1.2	1.7									
37011	1.9	0.8	2.2	0.2	0.8	6.4	4.9	5.3									
61045	3.4	3.2	2.7	0.6	2.0	2.8	2.9	5.0									
45037	6.9	5.3	3.4	0.3	1.0	1.2	1.8	2.1									
61596	3.4	4.9	6.0	0.1	0.1	1.8	3.3	2.4									
23347	2.3	3.9	3.8	0.3	0.7	3.8	2.6	4.8									
137	1.0	1.0	1.4	4.6	11.9	1.2	0.1	0.7									
59224	13.9	2.2	1.3	1.8	1.6	0.1	0.3	0.3									
28652	7.8	1.8	3.1	1.1	0.4	2.3	1.7	3.2									
6344	3.1	4.7	5.1	0.9	2.8	1.7	1.2	1.9									
53220	2.6	7.1	5.3	0.9	2.1	1.2	0.8	1.2									
45275	0.3	0.7	1.2	3.4	12.1	1.7	1.1	0.7									
22856	4.8	4.7	4.1	0.3	0.2	1.2	3.4	2.2									
62918	1.3	5.0	9.1	0.1	1.8	0.8	0.6	2.1									
47508	4.0	5.8	2.6	1.3	1.8	2.3	1.2	1.6									
31319	2.6	2.2	3.3	0.7	7.0	3.7	0.4	0.6									
41944	0.8	1.0	5.7	0.7	0.8	1.2	4.0	6.3									
33424	0.8	2.2	2.0	0.3	0.7	1.6	5.9	6.9									
4195	3.6	3.8	2.9	0.6	0.6	2.2	2.9	3.8									
20708	0.5	2.3	1.8	1.0	10.3	2.7	0.6	1.1									
12803	0.8	0.4	1.7	8.8	3.6	0.7	2.7	1.6									
18395	2.5	3.1	2.2	1.6	4.4	2.8	2.6	0.9									
29679	0.1	0.6	1.8	1.1	0.8	0.2	9.3	6.1									
24270	1.3	1.4	2.2	0.3	0.6	2.2	5.9	6.0									
19658	1.1	4.0	6.9	2.9	1.7	1.8	0.3	1.2									
54770	2.1	1.3	3.1	1.1	0.6	1.1	4.3	6.2									
51094	0.8	3.6	2.2	1.1	3.8	7.6	0.2	0.7									
3715	2.6	1.9	1.3	5.2	5.4	1.6	0.8	1.0									
16026	2.0	6.2	3.4	2.4	3.1	1.6	0.2	0.8									
51913	0.8	0.4	0.4	0.7	4.2	6.3	5.3	1.6									
7524	3.0	3.8	3.3	0.3	0.7	2.1	2.6	3.9									
45095	4.6	4.7	2.9	0.2	0.4	2.2	2.3	2.2									
42245	1.1	3.1	2.8	4.6	2.6	2.8	1.6	1.1									
43042	0.1	0.6	1.1	2.0	6.8	5.0	2.7	1.3									
44745	1.1	7.2	5.9	0.1	0.3	1.9	1.3	1.4									
16174	0.5	1.2	0.7	0.6	2.2	3.2	6.1	4.8									
55297	7.0	4.8	2.3	0.2	0.2	1.6	1.7	1.3									
26462	0.5	1.1	1.1	1.0	0.8	2.4	9.7	2.3									
9781	2.6	2.4	1.3	2.2	3.9	0.3	2.8	3.2									
38625	3.3	3.4	4.0	0.2	0.2	2.7	1.6	3.4									
40298	1.0	2.2	1.8	3.8	8.9	0.4	0.3	0.3									
2072	5.5	5.0	6.2	0.4	0.8	0.6	0.1	0.1									
49863	0.8	1.7	0.7	0.1	0.2	1.6	7.1	6.3									
2004	1.9	4.0	5.0	0.1	0.7	2.4	2.0	1.9									
18534	4.8	5.1	1.8	0.2	0.2	2.1	2.9	0.9									
10548	2.3	3.1	3.3	0.1	1.4	1.8	3.7	2.2									
40685	0.3	1.2	0.4	6.7	7.4	0.8	0.3	0.8									
15006	2.3	3.4	1.8	0.4	0.4	2.2	3.4	3.8									
39139	1.1	1.8	1.2	6.9	5.2	0.8	0.6	0.2									
27156	4.6	7.1	3.1	0.6	0.8	0.8	0.2	0.6									
26138	4.3	6.4	3.8	0.6	0.6	0.1	0.6	1.2									
15456	5.0	3.4	3.4	0.1	0.2	2.2	1.4	1.6									
13495	0.3	0.1	0.1	0.3	4.7	2.4	7.9	1.6									
18547	0.3	1.6	1.7	0.4	0.7	8.3	1.0	3.2									
37354	1.9	1.4	0.9	2.4	7.0	1.8	0.6	1.1									
13402	0.5	3.7	2.2	1.2	2.6	2.0	1.6	3.3									
34044	0.3	1.3	0.9	4.4	4.2	2.2	1.4	2.2									
11984	0.1	0.4	0.6	5.1	9.9	0.2	0.3	0.3									
24406	2.6	3.0	3.0	0.4	0.3	2.7	2.6	2.3									
62562	3.4	1.4	5.4	0.4	0.1	0.4	2.2	3.2									
53277	2.1	2.4	1.3	0.1	0.4	2.9	3.4	3.7									
9027	2.9	3.4	2.2	0.1	0.4	1.1	3.4	2.6									
13618	0.8	2.2	1.9	0.4	1.3	2.9	1.1	5.6									
49389	1.1	2.0	1.4	4.2	5.1	0.9	0.6	0.8									
56962	2.1	4.6	2.7	0.3	0.6	2.1	1.6	2.1									
7014	2.8	5.2	1.2	0.3	0.3	3.6	2.0	0.3									
8371	0.9	2.0	1.2	0.2	0.2	1.8	2.0	7.2									
7913	3.5	2.4	3.4	0.1	0.1	1.4	2.9	1.6									
50339	5.8	3.6	1.9	0.2	0.7	1.1	0.9	1.3									
63320	4.6	3.6	3.7	0.3	0.8	1.2	0.2	1.0									
56497	2.5	0.7	0.4	0.2	0.4	0.7	5.2	5.2									
20466	5.4	4.1	2.0	0.3	0.1	0.4	1.4	1.4									
2562	1.3	1.7	0.8	0.8	0.6	2.3	3.4	4.4									
14582	1.0	0.6	1.0	1.6	7.3	1.2	1.3	1.2									
52922	1.9	2.6	1.8	0.9	3.0	3.6	0.4	1.0									
58733	0.8	2.2	1.4	1.9	4.3	2.6	0.6	1.3									
37518	0.4	0.6	0.1	0.1	1.0	2.2	4.2	6.4									
33410	0.3	0.6	0.8	4.8	6.0	1.2	0.8	0.6									
17868	2.1	1.9	2.0	0.8	0.4	1.6	4.2	1.9									
60999	0.6	0.6	2.4	2.6	4.4	1.3	1.4	1.4									
31989	0.3	1.1	1.9	0.3	1.2	6.9	0.8	2.3									
40815	0.3	0.4	1.1	3.9	7.8	1.0	0.2	0.1									
36296	6.0	2.7	2.0	0.4	0.3	1.2	1.1	1.0									
58644	0.5	0.2	0.1	2.4	7.9	0.4	1.1	1.9									
28356	2.4	1.6	1.4	1.0	1.8	0.6	2.9	3.0									
41519	0.1	2.9	0.2	0.1	0.7	5.8	4.4	0.3									
14144	3.3	1.8	1.1	1.3	1.6	0.1	1.3	4.0									
11653	1.4	1.9	1.9	1.9	3.2	1.7	1.9	0.6									
23737	0.1	0.4	0.4	0.9	2.1	0.3	9.2	0.8									
55740	0.4	0.2	2.8	1.9	0.3	0.7	4.1	3.6									
33177	3.5	2.6	3.9	0.2	0.1	0.9	1.6	1.1									
5647	2.4	1.6	1.4	0.1	0.3	1.0	2.9	4.1									
43502	0.4	1.2	1.6	3.1	5.2	0.6	1.1	0.7									
57042	1.1	1.8	1.4	0.1	0.2	4.0	2.8	2.2									
57949	0.6	2.6	4.3	0.1	0.2	2.4	1.9	1.4									
14264	1.3	2.9	2.7	0.4	0.1	2.8	1.9	1.6									
7365	1.6	3.3	4.0	0.4	0.6	1.2	0.7	1.7									
25266	5.8	2.6	2.1	0.7	0.1	0.7	1.2	0.3									
54570	6.0	3.1	2.7	0.3	0.4	0.3	0.2	0.2									
38752	3.6	2.3	2.1	0.3	0.8	1.4	1.1	1.6									
50118	0.6	0.1	0.6	0.2	0.4	1.2	6.2	3.9									
19826	2.1	1.6	0.7	0.3	0.3	1.8	4.9	1.6									
58243	1.0	2.8	0.7	0.4	2.7	2.2	1.9	1.6									
8693	1.9	2.7	2.3	0.3	0.3	0.9	1.8	3.0									
37837	1.9	2.2	3.0	0.1	0.4	0.9	2.0	2.7									
10562	0.5	0.3	0.7	0.1	0.1	1.0	5.3	5.1									
15430	1.0	1.2	0.4	2.2	4.0	3.1	0.6	0.6									
59079	0.9	4.4	3.9	0.3	0.4	1.4	0.7	1.0									
26063	1.3	1.1	6.0	0.3	0.3	1.2	2.6	0.2									
60932	3.3	1.0	1.6	0.1	0.3	0.4	3.2	3.0									
5386	4.0	3.7	1.3	0.2	0.4	0.7	1.4	1.1									
17963	0.8	0.8	0.3	0.2	3.4	4.9	1.6	0.8									
33641	0.5	1.2	1.9	0.2	1.4	1.0	2.1	4.2									
34055	1.8	2.3	1.7	1.1	0.6	1.0	1.3	2.8									
41935	1.0	1.9	3.4	0.1	0.2	1.3	1.7	2.7									
63471	0.9	0.8	0.9	0.3	7.2	0.3	0.9	1.0									
44246	0.4	1.4	1.7	1.9	2.8	1.7	1.1	1.3									
30304	0.3	3.9	3.1	0.1	0.1	2.6	1.2	1.0									
60604	2.1	1.1	0.7	0.3	1.4	0.9	2.3	3.3									
20184	1.1	1.1	1.2	0.2	2.3	4.2	1.8	0.2									
