PhylumF_Adjusted,PhylumT_Adjusted
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,dGammaproteobacteria
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,pGemmatimonadetes
aAlphaproteobacteria,zzzzzzzNematoda
aAlphaproteobacteria,zzzzzzzNematoda
aAlphaproteobacteria,zzzzzzzNematoda
aAlphaproteobacteria,qNitrospirae
aAlphaproteobacteria,qNitrospirae
aAlphaproteobacteria,qNitrospirae
aAlphaproteobacteria,qNitrospirae
aAlphaproteobacteria,qNitrospirae
aAlphaproteobacteria,qNitrospirae
aAlphaproteobacteria,qNitrospirae
aAlphaproteobacteria,qNitrospirae
aAlphaproteobacteria,qNitrospirae
aAlphaproteobacteria,qNitrospirae
aAlphaproteobacteria,qNitrospirae
aAlphaproteobacteria,zzzzzzzzzzzzOtherE
aAlphaproteobacteria,zzzzzzzzzzzzOtherE
aAlphaproteobacteria,eOtherProteobacteria
aAlphaproteobacteria,eOtherProteobacteria
aAlphaproteobacteria,eOtherProteobacteria
aAlphaproteobacteria,eOtherProteobacteria
aAlphaproteobacteria,eOtherProteobacteria
aAlphaproteobacteria,eOtherProteobacteria
aAlphaproteobacteria,eOtherProteobacteria
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,nPlanctomycetes
aAlphaproteobacteria,zzzzzzzzzRhizaria
aAlphaproteobacteria,zzzzzzzzzRhizaria
aAlphaproteobacteria,zzzzzzzzzRhizaria
aAlphaproteobacteria,zzzzzzzzzRhizaria
aAlphaproteobacteria,zzzzzzzzzRhizaria
aAlphaproteobacteria,zzzzzzzzzRhizaria
aAlphaproteobacteria,zzzzzzzzzRhizaria
aAlphaproteobacteria,zzzzzzzzzRhizaria
aAlphaproteobacteria,zzzzzzzzzRhizaria
aAlphaproteobacteria,zzzzzzzzzRhizaria
aAlphaproteobacteria,zzzzzzzzzRhizaria
aAlphaproteobacteria,zzzzzzzzzRhizaria
aAlphaproteobacteria,zzzzzzzzzRhizaria
aAlphaproteobacteria,zzzzzzzzzRhizaria
aAlphaproteobacteria,zzzzzzzzzRhizaria
aAlphaproteobacteria,zzzzzzzzzRhizaria
aAlphaproteobacteria,zzzzzzzzzRhizaria
aAlphaproteobacteria,zSM2F11
aAlphaproteobacteria,zSM2F11
aAlphaproteobacteria,zSM2F11
aAlphaproteobacteria,zSM2F11
aAlphaproteobacteria,zSM2F11
aAlphaproteobacteria,zSM2F11
aAlphaproteobacteria,zSM2F11
aAlphaproteobacteria,zSM2F11
aAlphaproteobacteria,zzThaumarchaeota
aAlphaproteobacteria,zzThaumarchaeota
aAlphaproteobacteria,zzThaumarchaeota
aAlphaproteobacteria,zzThaumarchaeota
aAlphaproteobacteria,zzThaumarchaeota
aAlphaproteobacteria,zzThaumarchaeota
aAlphaproteobacteria,zzThaumarchaeota
aAlphaproteobacteria,zzThaumarchaeota
aAlphaproteobacteria,zzThaumarchaeota
aAlphaproteobacteria,zzThaumarchaeota
aAlphaproteobacteria,zzThaumarchaeota
aAlphaproteobacteria,zzThaumarchaeota
aAlphaproteobacteria,zzThaumarchaeota
aAlphaproteobacteria,zzThaumarchaeota
aAlphaproteobacteria,zzThaumarchaeota
aAlphaproteobacteria,yTM6
aAlphaproteobacteria,rVerrucomicrobia
aAlphaproteobacteria,rVerrucomicrobia
aAlphaproteobacteria,rVerrucomicrobia
aAlphaproteobacteria,rVerrucomicrobia
aAlphaproteobacteria,rVerrucomicrobia
aAlphaproteobacteria,rVerrucomicrobia
aAlphaproteobacteria,rVerrucomicrobia
aAlphaproteobacteria,rVerrucomicrobia
aAlphaproteobacteria,rVerrucomicrobia
aAlphaproteobacteria,rVerrucomicrobia
aAlphaproteobacteria,rVerrucomicrobia
aAlphaproteobacteria,rVerrucomicrobia
aAlphaproteobacteria,rVerrucomicrobia
aAlphaproteobacteria,rVerrucomicrobia
aAlphaproteobacteria,rVerrucomicrobia
aAlphaproteobacteria,rVerrucomicrobia
aAlphaproteobacteria,rVerrucomicrobia
aAlphaproteobacteria,rVerrucomicrobia
aAlphaproteobacteria,rVerrucomicrobia
aAlphaproteobacteria,rVerrucomicrobia
aAlphaproteobacteria,rVerrucomicrobia
aAlphaproteobacteria,rVerrucomicrobia
aAlphaproteobacteria,rVerrucomicrobia
aAlphaproteobacteria,rVerrucomicrobia
zzzzAlveolata,jAcidobacteria
zzzzAlveolata,lActinobacteria
zzzzAlveolata,lActinobacteria
zzzzAlveolata,aAlphaproteobacteria
zzzzAlveolata,aAlphaproteobacteria
zzzzAlveolata,aAlphaproteobacteria
zzzzAlveolata,aAlphaproteobacteria
zzzzAlveolata,sArmatimonadetes
zzzzAlveolata,fBacteroidetes
zzzzAlveolata,fBacteroidetes
zzzzAlveolata,fBacteroidetes
zzzzAlveolata,fBacteroidetes
zzzzAlveolata,fBacteroidetes
zzzzAlveolata,bBetaproteobacteria
zzzzAlveolata,bBetaproteobacteria
zzzzAlveolata,zzzzzFungi
zzzzAlveolata,pGemmatimonadetes
zzzzAlveolata,nPlanctomycetes
zzzzAlveolata,nPlanctomycetes
zzzzAlveolata,nPlanctomycetes
zzzzAlveolata,nPlanctomycetes
zzzzAlveolata,rVerrucomicrobia
zzzzzzzzzzzArchaeplastida,jAcidobacteria
zzzzzzzzzzzArchaeplastida,jAcidobacteria
zzzzzzzzzzzArchaeplastida,jAcidobacteria
zzzzzzzzzzzArchaeplastida,lActinobacteria
zzzzzzzzzzzArchaeplastida,lActinobacteria
zzzzzzzzzzzArchaeplastida,lActinobacteria
zzzzzzzzzzzArchaeplastida,lActinobacteria
zzzzzzzzzzzArchaeplastida,lActinobacteria
zzzzzzzzzzzArchaeplastida,lActinobacteria
zzzzzzzzzzzArchaeplastida,lActinobacteria
zzzzzzzzzzzArchaeplastida,aAlphaproteobacteria
zzzzzzzzzzzArchaeplastida,aAlphaproteobacteria
zzzzzzzzzzzArchaeplastida,aAlphaproteobacteria
zzzzzzzzzzzArchaeplastida,aAlphaproteobacteria
zzzzzzzzzzzArchaeplastida,aAlphaproteobacteria
zzzzzzzzzzzArchaeplastida,aAlphaproteobacteria
zzzzzzzzzzzArchaeplastida,fBacteroidetes
zzzzzzzzzzzArchaeplastida,fBacteroidetes
zzzzzzzzzzzArchaeplastida,bBetaproteobacteria
zzzzzzzzzzzArchaeplastida,mChloroflexi
zzzzzzzzzzzArchaeplastida,mChloroflexi
zzzzzzzzzzzArchaeplastida,mChloroflexi
zzzzzzzzzzzArchaeplastida,cDeltaproteobacteria
zzzzzzzzzzzArchaeplastida,zzzzzFungi
zzzzzzzzzzzArchaeplastida,zzzzzFungi
zzzzzzzzzzzArchaeplastida,pGemmatimonadetes
zzzzzzzzzzzArchaeplastida,pGemmatimonadetes
zzzzzzzzzzzArchaeplastida,zzzzzzzNematoda
zzzzzzzzzzzArchaeplastida,nPlanctomycetes
zzzzzzzzzzzArchaeplastida,nPlanctomycetes
zzzzzzzzzzzArchaeplastida,nPlanctomycetes
zzzzzzzzzzzArchaeplastida,nPlanctomycetes
zzzzzzzzzzzArchaeplastida,zzzzzzzzzRhizaria
zzzzzzzzzzzArchaeplastida,rVerrucomicrobia
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,jAcidobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,lActinobacteria
sArmatimonadetes,aAlphaproteobacteria
sArmatimonadetes,aAlphaproteobacteria
sArmatimonadetes,aAlphaproteobacteria
sArmatimonadetes,aAlphaproteobacteria
sArmatimonadetes,aAlphaproteobacteria
sArmatimonadetes,aAlphaproteobacteria
sArmatimonadetes,aAlphaproteobacteria
sArmatimonadetes,aAlphaproteobacteria
sArmatimonadetes,aAlphaproteobacteria
sArmatimonadetes,aAlphaproteobacteria
sArmatimonadetes,aAlphaproteobacteria
sArmatimonadetes,aAlphaproteobacteria
sArmatimonadetes,aAlphaproteobacteria
sArmatimonadetes,aAlphaproteobacteria
sArmatimonadetes,aAlphaproteobacteria
sArmatimonadetes,aAlphaproteobacteria
sArmatimonadetes,aAlphaproteobacteria
sArmatimonadetes,aAlphaproteobacteria
sArmatimonadetes,zzzzAlveolata
sArmatimonadetes,sArmatimonadetes
sArmatimonadetes,fBacteroidetes
sArmatimonadetes,fBacteroidetes
sArmatimonadetes,fBacteroidetes
sArmatimonadetes,fBacteroidetes
sArmatimonadetes,fBacteroidetes
sArmatimonadetes,fBacteroidetes
sArmatimonadetes,fBacteroidetes
sArmatimonadetes,fBacteroidetes
sArmatimonadetes,fBacteroidetes
sArmatimonadetes,fBacteroidetes
sArmatimonadetes,fBacteroidetes
sArmatimonadetes,fBacteroidetes
sArmatimonadetes,fBacteroidetes
sArmatimonadetes,fBacteroidetes
sArmatimonadetes,fBacteroidetes
sArmatimonadetes,fBacteroidetes
sArmatimonadetes,fBacteroidetes
sArmatimonadetes,fBacteroidetes
sArmatimonadetes,bBetaproteobacteria
sArmatimonadetes,bBetaproteobacteria
sArmatimonadetes,bBetaproteobacteria
sArmatimonadetes,bBetaproteobacteria
sArmatimonadetes,bBetaproteobacteria
sArmatimonadetes,gChlorobi
sArmatimonadetes,gChlorobi
sArmatimonadetes,gChlorobi
sArmatimonadetes,mChloroflexi
sArmatimonadetes,mChloroflexi
sArmatimonadetes,mChloroflexi
sArmatimonadetes,mChloroflexi
sArmatimonadetes,mChloroflexi
sArmatimonadetes,mChloroflexi
sArmatimonadetes,mChloroflexi
sArmatimonadetes,mChloroflexi
sArmatimonadetes,mChloroflexi
sArmatimonadetes,mChloroflexi
sArmatimonadetes,mChloroflexi
sArmatimonadetes,mChloroflexi
sArmatimonadetes,ssCyanobacteroa
sArmatimonadetes,cDeltaproteobacteria
sArmatimonadetes,cDeltaproteobacteria
sArmatimonadetes,cDeltaproteobacteria
sArmatimonadetes,cDeltaproteobacteria
sArmatimonadetes,cDeltaproteobacteria
sArmatimonadetes,cDeltaproteobacteria
sArmatimonadetes,cDeltaproteobacteria
sArmatimonadetes,cDeltaproteobacteria
sArmatimonadetes,zzzEuryarchaeota
sArmatimonadetes,zzzzzFungi
sArmatimonadetes,zzzzzFungi
sArmatimonadetes,zzzzzFungi
sArmatimonadetes,zzzzzFungi
sArmatimonadetes,zzzzzFungi
sArmatimonadetes,zzzzzFungi
sArmatimonadetes,zzzzzFungi
sArmatimonadetes,zzzzzFungi
sArmatimonadetes,dGammaproteobacteria
sArmatimonadetes,dGammaproteobacteria
sArmatimonadetes,pGemmatimonadetes
sArmatimonadetes,pGemmatimonadetes
sArmatimonadetes,pGemmatimonadetes
sArmatimonadetes,pGemmatimonadetes
sArmatimonadetes,pGemmatimonadetes
sArmatimonadetes,zzzzzzzNematoda
sArmatimonadetes,zzzzzzzNematoda
sArmatimonadetes,nPlanctomycetes
sArmatimonadetes,nPlanctomycetes
sArmatimonadetes,nPlanctomycetes
sArmatimonadetes,nPlanctomycetes
sArmatimonadetes,nPlanctomycetes
sArmatimonadetes,nPlanctomycetes
sArmatimonadetes,nPlanctomycetes
sArmatimonadetes,nPlanctomycetes
sArmatimonadetes,nPlanctomycetes
sArmatimonadetes,nPlanctomycetes
sArmatimonadetes,nPlanctomycetes
sArmatimonadetes,nPlanctomycetes
sArmatimonadetes,nPlanctomycetes
sArmatimonadetes,nPlanctomycetes
sArmatimonadetes,nPlanctomycetes
sArmatimonadetes,zzzzzzzzzRhizaria
sArmatimonadetes,zzzzzzzzzRhizaria
sArmatimonadetes,rVerrucomicrobia
zzzzzzArthropoda,fBacteroidetes
zzzzzzArthropoda,zzzzzFungi
zzzzzzArthropoda,pGemmatimonadetes
zzzzzzArthropoda,zzzzzzzzzRhizaria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
fBacteroidetes,jAcidobacteria
